confidence_score,setup_type_swing,setup_type_scalp,has_3_bar_pattern,has_pop_fade,has_dip_and_rip,has_mean_reversal,volume_spike,atr_ratio,trend_up,trend_down,rr_ratio,rsi,stoch,bb_distance,win
4,0,1,1,0,0,0,1,1.0,0,1,1.041021151669225,34.69506155528423,11.352025189320548,-0.18125220418492505,1
5,0,1,1,0,0,0,1,1.0,0,1,1.0341918373118906,34.69506155528423,11.352025189320548,-0.18125220418492505,1
8,0,1,1,0,0,0,1,1.0,0,1,1.077619763807185,34.69506155528423,11.352025189320548,-0.18125220418492505,1
8,0,1,1,0,0,0,1,1.0,0,1,1.019659989669362,34.69506155528423,11.352025189320548,-0.18125220418492505,1
8,0,1,0,0,0,0,1,1.0,0,1,1.0205519703366466,31.33269202953494,7.43421076402094,-0.08734856327691841,1
7,0,1,0,0,0,0,1,1.0,0,1,1.0397464470762043,31.33269202953494,7.43421076402094,-0.08734856327691841,1
8,0,1,0,0,0,0,1,1.0,0,1,1.0644372539304616,31.33269202953494,7.43421076402094,-0.08734856327691841,1
6,0,1,0,0,0,0,1,1.0,0,1,1.0846962494618007,31.33269202953494,7.43421076402094,-0.08734856327691841,1
7,0,1,0,0,0,0,1,1.0,0,1,0.9569158437659178,31.33269202953494,7.43421076402094,-0.08734856327691841,1
6,0,1,0,0,0,0,1,1.0,0,1,1.0637683889244351,29.008973696518126,19.79826712867927,0.04061107852115158,1
4,0,1,0,0,0,0,1,1.0,0,1,2.0,29.008973696518126,19.79826712867927,0.04061107852115158,1
5,0,1,0,0,0,0,1,1.0,0,1,0.9963414517744926,29.008973696518126,19.79826712867927,0.04061107852115158,1
8,0,1,0,0,0,0,0,1.0,1,0,1.0082130924028099,31.677629990140886,14.092654786421996,0.1372772880702675,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,31.677629990140886,14.092654786421996,0.1372772880702675,1
7,0,1,0,0,0,0,0,1.0,0,1,1.0088625256722965,27.909325577862788,17.54075041531457,0.08636021337341257,1
8,0,1,0,0,0,0,0,1.0,0,1,2.0,27.909325577862788,17.54075041531457,0.08636021337341257,1
7,0,1,0,0,0,0,0,1.0,0,1,2.0,27.909325577862788,17.54075041531457,0.08636021337341257,1
8,0,1,0,0,0,0,0,1.0,0,1,2.0,27.909325577862788,17.54075041531457,0.08636021337341257,1
6,0,1,0,0,0,0,0,1.0,0,1,2.0,27.909325577862788,17.54075041531457,0.08636021337341257,1
8,0,1,0,0,0,0,0,1.0,0,1,2.0,27.909325577862788,17.54075041531457,0.08636021337341257,1
8,0,1,0,0,0,0,0,1.0,0,1,2.0,27.909325577862788,17.54075041531457,0.08636021337341257,1
7,0,1,0,0,0,0,0,1.0,0,1,2.0,27.909325577862788,17.54075041531457,0.08636021337341257,1
5,0,1,0,0,0,0,0,1.0,0,1,1.0681207467319465,26.864279098869545,12.87019434069088,0.09370197333880137,1
5,0,1,0,0,0,0,0,1.0,0,1,2.0,26.864279098869545,12.87019434069088,0.09370197333880137,1
6,0,1,0,0,0,0,0,1.0,0,1,2.0,24.898080419445094,11.306022221810856,0.09094084024826155,1
5,0,1,0,0,0,0,0,1.0,0,1,1.0363223000101731,24.898080419445094,11.306022221810856,0.09094084024826155,1
8,0,1,0,0,0,0,0,1.0,0,1,2.0,25.44352540596057,8.88520570598659,0.09561621630504501,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,64.74026612090022,85.7030673904015,1.1964660369478148,0
5,0,1,0,0,0,0,0,1.0,1,0,2.0,65.8091722142521,82.36050716640422,0.9764802074897054,0
7,0,1,0,0,0,0,0,1.0,1,0,2.0,64.3992579515745,79.33313797909307,0.8564002026486347,0
4,0,1,0,0,0,0,1,1.0,1,0,1.0265112991454597,71.69489402016028,79.51349625761075,1.0961893357716774,1
4,0,1,0,0,0,0,1,1.0,1,0,2.0,66.35526500022299,94.14978386554826,1.0088428259131461,1
4,0,1,0,0,0,0,1,1.0,1,0,1.126325542599776,64.14678553342227,91.28750121754506,1.0177771434796887,1
4,0,1,0,0,0,0,1,1.0,1,0,0.9926824006732913,64.14678553342227,91.28750121754506,1.0177771434796887,1
5,0,1,0,0,0,0,0,1.0,1,0,1.075181203520114,63.42771003220347,83.65206353727133,0.9820397558630687,1
5,0,1,0,0,0,0,1,1.0,0,1,2.0,34.0528571328893,17.719444601122312,-0.1468561536634685,0
4,0,1,0,0,0,0,1,1.0,0,1,2.0,36.58877873208313,18.762785988056436,0.11426811693133618,0
4,0,1,0,0,0,0,0,1.0,1,0,2.0,35.645498682369094,11.682206244857305,0.21475770666506763,0
4,0,1,0,0,0,0,0,1.0,1,0,1.0491823864965935,62.343861043972076,80.43822944375701,0.9907342578624646,1
4,0,1,0,0,0,0,0,1.0,1,0,2.0,73.49415353113963,89.1577016101862,0.9743267851101464,1
6,0,1,0,0,0,0,1,1.0,1,0,0.9926648615324418,64.78648206741107,88.1011416380376,0.9219655061867172,1
6,0,1,0,0,0,0,0,1.0,0,1,2.0,65.33963083996373,84.61800827763507,1.0348300722393884,1
5,0,1,0,0,0,0,0,1.0,0,1,1.0796206260657342,23.45916799349206,-1.7221595911549312,-0.29913141006051636,1
5,0,1,0,0,0,0,0,1.0,0,1,1.1847227864882912,21.791074032451334,12.365600343386046,-0.18257267119915796,1
6,0,1,0,0,0,0,0,1.0,0,1,1.1729845751254602,21.791074032451334,12.365600343386046,-0.18257267119915796,1
7,0,1,0,0,0,0,0,1.0,0,1,1.2025217542788964,19.90551560737501,13.800527503586215,-0.04884998536371055,1
5,0,1,0,0,0,0,0,1.0,0,1,2.0,18.863645261014682,6.88620882949403,0.05711077688658119,1
5,0,1,0,0,0,0,1,1.0,0,1,2.0,17.549694032437728,12.014464343039393,0.03931745608896781,1
6,0,1,0,0,0,0,1,1.0,0,1,2.0,17.549694032437728,12.014464343039393,0.03931745608896781,1
7,0,1,0,0,0,0,0,1.0,0,1,2.0,19.00303418953861,15.025359461196608,0.0019758956607599126,1
