confidence_score,setup_type_swing,setup_type_scalp,has_3_bar_pattern,has_pop_fade,has_dip_and_rip,has_mean_reversal,volume_spike,atr_ratio,trend_up,trend_down,rr_ratio,rsi,stoch,bb_distance,win
7,0,1,0,0,0,0,1,1.0,0,1,1.3359023805948922,20.175394318167122,8.393016382951238,-0.06827538713970865,1
6,0,1,0,0,0,0,1,1.0,0,1,1.2615561681629415,20.175394318167122,8.393016382951238,-0.06827538713970865,1
4,0,1,0,0,0,0,1,1.0,0,1,1.2666487160857076,20.175394318167122,8.393016382951238,-0.06827538713970865,1
4,0,1,0,0,0,0,1,1.0,0,1,1.1591947905468034,20.175394318167122,8.393016382951238,-0.06827538713970865,1
5,0,1,0,0,0,0,1,1.0,0,1,1.265317285221597,28.12378356954501,13.441246741110518,0.20978006366450883,1
6,0,1,0,0,0,0,0,1.0,0,1,1.166627322848796,26.650302170951292,6.368843558840139,0.19854870885573747,1
5,0,1,0,0,0,0,0,1.0,1,0,1.2250763314322406,26.263907264758743,7.563439146897313,0.02660002495347242,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,26.263907264758743,7.563439146897313,0.02660002495347242,1
6,0,1,0,0,0,0,0,1.0,1,0,2.0,26.263907264758743,7.563439146897313,0.02660002495347242,1
6,0,1,0,0,0,0,0,1.0,1,0,2.0,26.263907264758743,7.563439146897313,0.02660002495347242,1
4,0,1,0,0,0,0,1,1.0,0,1,2.0,30.454200139982518,24.527054778759016,-0.01263092499349992,1
5,0,1,0,0,0,0,1,1.0,0,1,2.0,30.454200139982518,24.527054778759016,-0.01263092499349992,1
7,0,1,0,0,0,0,1,1.0,0,1,2.0,30.454200139982518,24.527054778759016,-0.01263092499349992,1
4,0,1,0,0,0,0,1,1.0,0,1,2.0,30.454200139982518,24.527054778759016,-0.01263092499349992,1
7,0,1,0,0,0,0,1,1.0,0,1,2.0,27.919778777910494,8.32018419308153,-0.10070210372712539,1
6,0,1,0,0,0,0,1,1.0,0,1,2.0,27.919778777910494,8.32018419308153,-0.10070210372712539,1
4,0,1,0,0,0,0,1,1.0,0,1,2.0,27.919778777910494,8.32018419308153,-0.10070210372712539,1
6,0,1,0,1,0,0,0,1.0,0,1,2.0,29.32037400152167,7.530145531552771,0.014895346941573616,1
5,0,1,0,0,0,0,1,1.0,1,0,2.0,66.00784725487759,102.07041999773331,1.1379460695460177,0
5,0,1,0,0,0,0,0,1.0,1,0,2.0,66.03654864731074,80.90427117418871,0.8553033637069505,0
6,0,1,0,0,0,0,0,1.0,1,0,2.0,66.03654864731074,80.90427117418871,0.8553033637069505,0
6,0,1,0,0,0,0,0,1.0,0,1,1.3408081415126176,27.357144831949896,7.858660276961283,-0.21460785346847427,1
7,0,1,0,0,0,0,0,1.0,0,1,1.3578364980661564,27.357144831949896,7.858660276961283,-0.21460785346847427,1
5,0,1,0,0,0,0,0,1.0,0,1,1.3447370859873802,27.357144831949896,7.858660276961283,-0.21460785346847427,1
7,0,1,0,0,0,0,0,1.0,0,1,1.2439425154813588,31.385512590696308,6.939897280588088,-0.02156252378008269,1
6,0,1,0,0,0,0,0,1.0,0,1,1.3597592631670943,31.385512590696308,6.939897280588088,-0.02156252378008269,1
6,0,1,0,0,0,0,0,1.0,0,1,1.426786467630639,31.385512590696308,6.939897280588088,-0.02156252378008269,1
5,0,1,0,0,0,0,0,1.0,0,1,1.4649939307744835,31.385512590696308,6.939897280588088,-0.02156252378008269,1
7,0,1,0,0,0,0,0,1.0,0,1,1.383927278744647,32.85716816942433,2.1475196697136583,0.014854274900961868,1
4,0,1,0,0,0,0,1,1.0,0,1,1.262536844774443,31.51447113906984,16.136304638371442,-0.039315352011263065,1
7,0,1,0,0,0,0,1,1.0,0,1,1.400368147136734,31.51447113906984,16.136304638371442,-0.039315352011263065,1
7,0,1,0,0,0,0,1,1.0,0,1,1.3395201309141735,29.0577361175891,12.026759271186867,-0.03487742263083867,1
6,0,1,0,0,0,0,1,1.0,0,1,1.3593452525495293,29.0577361175891,12.026759271186867,-0.03487742263083867,1
6,0,1,0,0,0,0,0,1.0,0,1,2.0,26.67716016719011,10.71966719425943,0.05347117752905509,1
7,0,1,0,0,0,0,0,1.0,0,1,2.0,26.67716016719011,10.71966719425943,0.05347117752905509,1
5,0,1,0,0,0,0,0,1.0,0,1,2.0,26.67716016719011,10.71966719425943,0.05347117752905509,1
5,0,1,0,0,0,0,0,1.0,0,1,1.3373433101559775,26.67716016719011,10.71966719425943,0.05347117752905509,1
7,0,1,1,1,0,0,0,1.0,0,1,2.0,29.26622642977985,5.368050880629502,0.11265047130195914,1
6,0,1,1,1,0,0,0,1.0,0,1,2.0,29.26622642977985,5.368050880629502,0.11265047130195914,1
6,0,1,1,1,0,0,0,1.0,0,1,2.0,29.26622642977985,5.368050880629502,0.11265047130195914,1
9,0,1,1,1,0,0,0,1.0,0,1,1.4021356427606666,29.26622642977985,5.368050880629502,0.11265047130195914,1
5,0,1,0,1,0,0,0,1.0,0,1,1.2797987590460091,30.134895679911267,15.852000552782085,0.14419214623879514,1
5,0,1,0,1,0,0,0,1.0,0,1,2.0,30.134895679911267,15.852000552782085,0.14419214623879514,1
4,0,1,0,0,0,0,0,1.0,0,1,1.268771684874784,28.53817576738132,16.900113423044456,0.0943935866946692,1
5,0,1,0,0,0,0,0,1.0,0,1,1.311931190380903,28.53817576738132,16.900113423044456,0.0943935866946692,1
8,0,1,0,0,0,0,0,1.0,0,1,1.4257204444686833,28.53817576738132,16.900113423044456,0.0943935866946692,1
5,0,1,0,0,0,0,0,1.0,0,1,1.2047499783792592,28.53817576738132,16.900113423044456,0.0943935866946692,1
7,0,1,0,0,0,0,0,1.0,0,1,2.0,28.53817576738132,16.900113423044456,0.0943935866946692,1
4,0,1,0,0,0,0,0,1.0,0,1,2.0,29.289087506869578,6.397298146633807,-0.13938898868314192,1
7,0,1,0,0,0,0,0,1.0,0,1,2.0,29.289087506869578,6.397298146633807,-0.13938898868314192,1
5,0,1,0,0,0,0,0,1.0,0,1,1.284513883326286,29.289087506869578,6.397298146633807,-0.13938898868314192,1
5,0,1,0,0,0,0,0,1.0,0,1,1.2394077043687035,30.300816204335476,7.38007765272378,-0.04352843910383599,1
7,0,1,0,0,0,0,0,1.0,0,1,2.0,30.300816204335476,7.38007765272378,-0.04352843910383599,1
7,0,1,0,0,0,0,0,1.0,0,1,1.2043869986627045,32.18526529838937,14.295817246989845,-0.06206188031591465,1
6,0,1,0,0,0,0,0,1.0,0,1,2.0,32.18526529838937,14.295817246989845,-0.06206188031591465,1
5,0,1,0,0,0,0,0,1.0,0,1,2.0,32.18526529838937,14.295817246989845,-0.06206188031591465,1
4,0,1,0,0,0,0,1,1.0,0,1,2.0,31.64608251603832,8.522417905467229,-0.007000346542277445,1
5,0,1,0,0,0,0,1,1.0,0,1,2.0,31.64608251603832,8.522417905467229,-0.007000346542277445,1
5,0,1,0,0,0,0,1,1.0,0,1,2.0,31.64608251603832,8.522417905467229,-0.007000346542277445,1
5,0,1,0,0,0,0,1,1.0,0,1,2.0,31.64608251603832,8.522417905467229,-0.007000346542277445,1
9,0,1,0,0,0,0,1,1.0,0,1,2.0,31.64608251603832,8.522417905467229,-0.007000346542277445,1
6,0,1,0,0,0,0,1,1.0,0,1,1.2698601825918066,31.64608251603832,8.522417905467229,-0.007000346542277445,1
7,0,1,0,0,0,0,1,1.0,0,1,1.3282728458331203,35.672499650622115,15.008186239977235,0.02884923917821991,1
8,0,1,0,0,0,0,1,1.0,0,1,2.0,35.672499650622115,15.008186239977235,0.02884923917821991,1
7,0,1,0,0,0,0,0,1.0,0,1,1.2943453707782326,34.07109482785097,12.880957304470444,-0.010404817611274271,1
5,0,1,0,0,0,0,0,1.0,0,1,1.3164964706757625,34.07109482785097,12.880957304470444,-0.010404817611274271,1
7,0,1,0,0,0,0,1,1.0,1,0,2.0,65.96582149816655,100.96483060711402,1.1042501053269609,0
5,0,1,0,0,0,0,1,1.0,1,0,2.0,65.96582149816655,100.96483060711402,1.1042501053269609,0
7,0,1,0,0,0,0,1,1.0,1,0,2.0,65.96582149816655,100.96483060711402,1.1042501053269609,0
6,0,1,0,0,0,0,0,1.0,1,0,2.0,67.82509967099179,85.43839091856917,1.0653561639913758,0
7,0,1,0,0,0,0,0,1.0,1,0,2.0,68.84696717011023,79.91692796632098,0.9629972599253959,0
5,0,1,0,0,0,0,0,1.0,1,0,2.0,68.84696717011023,79.91692796632098,0.9629972599253959,0
5,0,1,0,0,0,0,0,1.0,1,0,2.0,61.881315878632336,92.29712676016375,0.9970355566386516,0
4,0,1,0,1,0,0,1,1.0,0,1,1.3614487970305431,28.27035870403263,11.121859697997447,0.04002240394172208,1
4,0,1,0,0,0,0,0,1.0,0,1,2.0,27.108745005609606,7.229324045298917,-0.17791836727263657,1
4,0,1,0,0,0,0,0,1.0,1,0,1.2391888606285317,61.83496603313223,87.14503509083976,1.0813788484067985,1
5,0,1,0,0,0,0,0,1.0,1,0,1.2789310510889542,72.71809243541588,98.12651662254132,0.984760693631682,1
4,0,1,0,0,0,0,0,1.0,1,0,2.0,72.71809243541588,98.12651662254132,0.984760693631682,1
5,0,1,0,0,0,0,0,1.0,1,0,1.4648684043296314,72.71809243541588,98.12651662254132,0.984760693631682,1
5,0,1,0,0,0,0,0,1.0,1,0,1.5244453497688342,73.74676655573408,92.42561528304098,0.8335162092533721,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,71.79091827797103,77.62163639406018,1.0157929082485055,1
5,0,1,0,0,0,0,1,1.0,1,0,2.0,74.88284629113572,95.09176356635766,1.137247495201664,1
5,0,1,0,0,0,0,1,1.0,1,0,2.0,63.707572797943556,93.29678309719694,1.062015090222156,1
7,0,1,0,0,0,0,0,1.0,0,1,1.396583957951705,30.499623123909203,0.33751141762305964,-0.2957812969614842,1
7,0,1,0,0,0,0,0,1.0,0,1,1.3210711854169916,32.935404141457155,8.851598648602357,0.06300007504475236,1
7,0,1,0,0,0,0,0,1.0,0,1,1.3575366558144677,29.891117573661546,20.15498619755518,-0.005523716926986775,1
7,0,1,1,0,0,0,0,1.0,1,0,2.0,62.470941493910814,90.51813928326494,0.9237346750413973,0
7,0,1,0,0,0,0,0,1.0,1,0,2.0,66.42261409937231,83.42634035404717,1.0232299541499468,0
7,0,1,0,0,0,0,0,1.0,1,0,2.0,67.81650736941029,79.43699852194582,1.008449744484176,0
7,0,1,0,0,0,0,0,1.0,0,1,1.391775802691201,28.33279614112132,8.440880848709407,-0.06009180070577578,1
4,0,1,0,0,0,0,0,1.0,0,1,1.2074769599654618,28.33279614112132,8.440880848709407,-0.06009180070577578,1
6,0,1,0,0,0,0,1,1.0,0,1,1.3319972623173997,26.160814015869065,13.042654972373814,-0.0079871774429424,1
6,0,1,0,1,0,0,0,1.0,0,1,1.283888807874102,29.741246745622547,6.307671505479812,0.022074781518629502,1
6,0,1,0,0,0,0,0,1.0,1,0,2.0,67.5501763695838,94.98685187755056,1.1578055319330265,0
6,0,1,0,0,0,0,1,1.0,1,0,2.0,63.829997246253576,83.94775041794283,0.8770908650793278,0
7,0,1,0,0,0,0,0,1.0,1,0,2.0,67.52526923801096,84.87519123865688,1.1228673108647445,0
4,0,1,0,0,0,0,0,1.0,1,0,2.0,67.52526923801096,84.87519123865688,1.1228673108647445,0
5,0,1,0,0,0,0,0,1.0,1,0,1.3680087458303847,63.66240758336741,84.20651573667462,0.9368165027407438,1
4,0,1,0,0,0,0,0,1.0,1,0,1.3248401275313855,69.92851607562186,77.92921137598532,1.1417722999771864,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,66.73281715681148,75.2251302399644,1.1012697908869158,1
4,0,1,0,0,0,0,1,1.0,1,0,2.0,67.0662484634256,88.6482306339855,1.0808049612655783,1
5,0,1,0,0,0,0,0,1.0,1,0,1.372148261686123,66.11732340232209,93.93689353113065,1.2263033261393497,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,71.8501969801531,89.50947880571718,0.9592405325286072,1
5,0,1,0,0,0,0,0,1.0,1,0,1.3115051664364474,72.78326011906297,91.25771752778674,0.9526018615413685,1
5,0,1,0,0,0,0,0,1.0,0,1,2.0,37.44248265514754,14.148888272187106,-0.031700513686540824,0
6,0,1,0,0,0,0,0,1.0,0,1,1.480932300719647,26.466124813114718,7.488520390117285,-0.18406098063922915,1
7,0,1,0,0,0,0,0,1.0,0,1,1.4969911282038715,26.466124813114718,7.488520390117285,-0.18406098063922915,1
7,0,1,0,0,0,0,0,1.0,0,1,1.466376285571028,26.466124813114718,7.488520390117285,-0.18406098063922915,1
5,0,1,0,1,0,0,0,1.0,0,1,1.3516309041223635,27.73025077317041,13.429940405794598,0.030490327648638512,1
5,0,1,0,0,0,0,0,1.0,0,1,1.4137830680584007,21.055505600258286,-3.977338311636159,-0.1057999081349363,1
6,0,1,0,0,0,0,0,1.0,0,1,1.3516567244003224,21.055505600258286,-3.977338311636159,-0.1057999081349363,1
5,0,1,0,0,0,0,0,1.0,0,1,1.4009470163123774,21.055505600258286,-3.977338311636159,-0.1057999081349363,1
6,0,1,0,0,0,0,0,1.0,0,1,1.3389094219755013,21.055505600258286,-3.977338311636159,-0.1057999081349363,1
6,0,1,0,0,0,0,0,1.0,0,1,1.3572075773508276,21.055505600258286,-3.977338311636159,-0.1057999081349363,1
4,0,1,0,0,0,0,0,1.0,0,1,1.4752101593590228,21.055505600258286,-3.977338311636159,-0.1057999081349363,1
7,0,1,0,0,0,0,0,1.0,0,1,1.411950196784447,21.055505600258286,-3.977338311636159,-0.1057999081349363,1
5,0,1,0,0,0,0,1,1.0,0,1,1.423352406967822,21.18797573079982,11.402618604374892,-0.0035400728839057164,1
6,0,1,0,0,0,0,1,1.0,0,1,1.4271558557781134,21.18797573079982,11.402618604374892,-0.0035400728839057164,1
7,0,1,0,0,0,0,1,1.0,0,1,1.4015247409508806,21.18797573079982,11.402618604374892,-0.0035400728839057164,1
6,0,1,0,0,0,0,1,1.0,0,1,2.0,21.80407400693116,17.13996594647013,0.11083435058875604,1
7,0,1,0,0,0,0,1,1.0,0,1,2.0,21.80407400693116,17.13996594647013,0.11083435058875604,1
5,0,1,0,0,0,0,0,1.0,0,1,2.0,23.261499100793003,19.28691113584721,0.10051716554974112,1
7,0,1,0,0,0,0,0,1.0,0,1,2.0,23.261499100793003,19.28691113584721,0.10051716554974112,1
5,0,1,0,0,0,0,0,1.0,0,1,2.0,23.261499100793003,19.28691113584721,0.10051716554974112,1
5,0,1,0,0,0,0,1,1.0,1,0,2.0,70.58343305317115,92.59557046461872,0.8502601477622296,0
6,0,1,0,0,0,0,1,1.0,1,0,2.0,68.36607948711307,93.62918471882284,0.8775005284694433,0
7,0,1,0,0,0,0,1,1.0,1,0,2.0,68.36607948711307,93.62918471882284,0.8775005284694433,0
6,0,1,0,0,0,0,0,1.0,1,0,2.0,64.42258857261382,90.85293830263836,0.9471022480964908,0
4,0,1,0,0,0,0,0,1.0,1,0,2.0,63.596976334719656,96.00536283494257,0.9184182263605372,0
7,0,1,0,0,0,0,0,1.0,1,0,2.0,63.596976334719656,96.00536283494257,0.9184182263605372,0
6,0,1,0,0,0,0,0,1.0,1,0,2.0,66.39343012584109,89.04334172608634,1.039146868651614,0
5,0,1,0,0,0,0,0,1.0,1,0,2.0,66.39343012584109,89.04334172608634,1.039146868651614,0
6,0,1,0,0,0,0,0,1.0,1,0,2.0,66.39343012584109,89.04334172608634,1.039146868651614,0
5,0,1,0,0,0,0,0,1.0,1,0,1.465793210326176,77.57721026769659,88.19191275838041,1.0283314161260748,1
6,0,1,0,0,0,0,0,1.0,1,0,1.341585681546228,66.81306489017737,86.3859644447691,1.1142029268397033,1
7,0,1,0,0,0,0,0,1.0,1,0,1.3398228654408815,66.81306489017737,86.3859644447691,1.1142029268397033,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,66.80375085431703,100.66708297507196,1.0022697104197924,1
7,0,1,0,0,0,0,0,1.0,1,0,2.0,62.08990224295574,79.73540600893311,0.9194010592329318,1
6,0,1,0,0,0,0,1,1.0,1,0,2.0,61.66052335738511,87.58020826237471,1.1188938847059655,1
4,0,1,0,0,0,0,1,1.0,0,1,1.371541137514461,32.82968630677999,12.476902099734822,-0.11257795170471198,1
7,0,1,0,0,0,0,1,1.0,0,1,1.3813264251408028,32.82968630677999,12.476902099734822,-0.11257795170471198,1
7,0,1,0,0,0,0,0,1.0,0,1,1.3174757918367987,32.45646887133246,22.380679914149827,0.011461560032328072,1
7,0,1,0,0,0,0,0,1.0,0,1,1.490758101006539,32.45646887133246,22.380679914149827,0.011461560032328072,1
7,0,1,0,0,0,0,0,1.0,1,0,2.0,62.35690468358505,91.28417409059263,0.9004106377187021,0
7,0,1,0,0,0,0,0,1.0,1,0,2.0,67.30072353843514,84.79887616408371,0.9922186427047328,0
7,0,1,0,0,0,0,0,1.0,1,0,2.0,70.19184500997856,94.87126326238545,0.9982859553247199,0
4,0,1,0,0,0,0,1,1.0,1,0,2.0,74.47324367102247,86.07462801524068,1.0610341066277023,0
4,0,1,0,0,0,0,0,1.0,1,0,1.3454585666443537,66.82248735432802,88.5277148744403,0.8598149481269588,1
4,0,1,0,0,0,0,1,1.0,1,0,2.0,65.10963406352676,91.67433879510254,1.1615233933405165,1
5,0,1,0,0,0,0,1,1.0,1,0,1.4381501960141554,65.10963406352676,91.67433879510254,1.1615233933405165,1
5,0,1,0,0,0,0,0,1.0,0,1,2.0,33.604115039529674,7.981669390727432,0.040048438793089836,0
6,0,1,0,0,0,0,1,1.0,1,0,1.4018606094379897,68.14533434869259,84.42221575311031,0.9613184713600826,1
6,0,1,0,0,0,0,1,1.0,0,1,2.0,33.47529880906883,15.32768708235398,-0.049489693169206345,0
6,0,1,0,0,0,0,1,1.0,1,0,1.514663312906453,70.37873588429817,90.99438858239813,0.8364277560222655,1
5,0,1,0,0,0,0,1,1.0,1,0,1.5672659728189888,78.27496609414378,96.28405905307332,1.1344849549600422,1
5,0,1,0,0,0,0,1,1.0,1,0,1.5455185402863236,73.87481330935341,101.46856634031504,0.9404266241239556,1
6,0,1,0,0,0,0,0,1.0,1,0,2.0,73.76874680059845,83.73446667170771,0.8382454300483609,1
5,0,1,0,0,0,0,1,1.0,1,0,2.0,74.91016799817271,90.15356600627344,1.030940807546801,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,74.75637544172578,88.60647020193458,0.9624394325715483,1
5,0,1,0,0,0,0,0,1.0,1,0,1.657821852806207,73.63235917917154,92.05098077187533,1.0214657221531533,1
5,0,1,0,0,0,0,0,1.0,1,0,1.6938606531422116,73.63235917917154,92.05098077187533,1.0214657221531533,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,75.77037144374958,93.48024789076568,1.0557757680404611,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,75.77037144374958,93.48024789076568,1.0557757680404611,1
5,0,1,0,0,0,0,0,1.0,1,0,1.5579281873631143,75.32031478287053,84.71789421291287,0.8601222176508053,1
5,0,1,0,0,0,0,0,1.0,0,1,2.0,31.327331415367894,6.605690980144634,-0.10671752703547802,0
8,0,1,0,0,0,0,0,1.0,0,1,1.8645798879996403,25.033505084891544,13.579580975419756,-0.043453518865847696,1
5,0,1,0,0,0,0,0,1.0,0,1,1.805271138408302,25.033505084891544,13.579580975419756,-0.043453518865847696,1
5,0,1,0,0,0,0,1,1.0,1,0,2.0,62.54327436962823,91.40387537160989,1.0802858661327188,0
8,0,1,0,0,0,0,1,1.0,1,0,2.0,63.95111354810241,96.44445798986752,0.9303406023802082,0
5,0,1,0,0,0,0,0,1.0,1,0,1.659194309901605,78.62433833689835,84.99336059612018,0.8657056376316015,1
5,0,1,0,0,0,0,0,1.0,1,0,1.7142037647899244,70.31460059712946,94.61968778681404,0.971648581052061,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,67.27125767094549,88.20622310807829,1.1861325191893652,1
5,0,1,0,0,0,0,1,1.0,0,1,2.0,33.885658527845806,12.79546446500122,0.12232291938569632,0
4,0,1,0,0,0,0,0,1.0,0,1,1.591414059443342,25.50541104636207,12.591797089381883,0.037326493520277844,1
7,0,1,0,0,0,0,0,1.0,0,1,1.6055562967314116,33.22643864515902,16.182648570334496,0.1263760963427001,1
7,0,1,0,0,0,0,0,1.0,0,1,1.6028032148499407,30.356202003098005,10.933070983910275,0.053999651125888455,1
5,0,1,0,0,0,0,0,1.0,0,1,1.6029568663772633,30.356202003098005,10.933070983910275,0.053999651125888455,1
7,0,1,0,0,0,0,0,1.0,0,1,2.0,63.84372710688504,95.3788175668537,1.2075118078195775,0
5,0,1,0,0,0,0,0,1.0,0,1,2.0,63.84372710688504,95.3788175668537,1.2075118078195775,0
7,0,1,1,0,0,0,0,1.0,1,0,2.0,67.79334049937265,77.82912975448421,1.126225796668901,0
4,0,1,0,0,0,0,0,1.0,1,0,2.0,70.05602691195834,86.77747841395647,1.106424693248552,0
5,0,1,0,0,0,0,0,1.0,1,0,1.6662560519245895,67.11411908317122,76.53714598437804,0.9882367702752303,1
5,0,1,0,0,0,0,0,1.0,0,1,2.0,23.88355585379699,7.349573668166059,-0.06241088899201619,0
7,0,1,0,0,0,0,0,1.0,1,0,1.7323088356347947,71.46406749393864,83.22733780110022,0.9728694585028783,1
6,0,1,0,0,0,0,0,1.0,1,0,1.5993756941239887,75.09414590905654,93.78450953377454,1.0356582528886165,1
7,0,1,0,0,0,0,1,1.0,1,0,1.5900331834000427,72.91901093087067,86.84416818322217,0.9129527691313924,1
7,0,1,0,0,0,0,1,1.0,1,0,2.0,67.9159033689574,83.19460369636641,1.269793136642495,1
6,0,1,0,0,0,0,0,1.0,1,0,2.0,72.81577476418859,94.09041297323053,1.0722047162008068,1
7,0,1,0,0,0,0,1,1.0,1,0,2.0,67.96325333395365,100.1368509059026,1.1958452876420624,1
5,0,1,0,0,0,0,0,1.0,1,0,1.6930919835591287,74.8716742967411,89.17754307890156,0.9896852703973121,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,65.1939760626227,84.13571597017034,0.9266768086567774,1
5,0,1,0,0,0,0,0,1.0,0,1,1.8956660123764366,33.08525066310354,5.185599068758174,-0.1366639298695291,1
5,0,1,0,0,0,0,0,1.0,0,1,1.7822481152998697,33.31584483439583,7.201057809563879,0.03790914728570414,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,66.6681548127226,87.21662214939647,0.9409519147420746,0
5,0,1,0,0,0,0,0,1.0,1,0,2.0,71.18761362421206,101.04086775239328,1.0220639848868598,0
5,0,1,0,0,0,0,0,1.0,1,0,1.8345897099324486,70.40663804166915,97.01270896027847,0.9508365685747413,1
5,0,1,0,0,0,0,0,1.0,1,0,1.8746181190181093,72.204216701306,83.80176084614578,1.2480763307142664,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,61.167881978668895,68.4760995301563,0.9193897867937234,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,69.65863750748355,96.52460954724542,1.1060540355616286,1
4,0,1,0,0,0,0,0,1.0,1,0,1.7261658956904606,63.79465606819307,86.58990987555364,0.9085852791170771,1
4,0,1,0,0,0,0,0,1.0,1,0,2.0,65.0837342251404,98.25565895013202,0.998353588759485,1
6,0,1,0,0,0,0,0,1.0,1,0,2.0214429038743815,74.62338993162776,93.20816497007813,1.0734691742541895,1
5,0,1,0,0,0,0,0,1.0,1,0,1.922175937327594,69.52309483992947,93.4796756146295,0.9649086027818076,1
6,0,1,0,0,0,0,0,1.0,1,0,2.0,70.87812501618983,88.91500554229322,1.2653555624051773,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,73.43946929288387,91.03435216114364,1.195214875578401,1
6,0,1,0,0,0,0,0,1.0,1,0,1.8499605635056109,68.42069762724023,90.77463035898047,1.1555303794941463,1
6,0,1,0,0,0,0,0,1.0,1,0,2.0011815544738347,68.42069762724023,90.77463035898047,1.1555303794941463,1
6,0,1,0,0,0,0,0,1.0,1,0,2.0,76.4446653242959,81.26444133110778,1.1144335981493136,1
6,0,1,0,0,0,0,0,1.0,1,0,2.0,76.4446653242959,81.26444133110778,1.1144335981493136,1
5,0,1,0,0,0,0,1,1.0,1,0,1.859639730686817,69.43007388234318,95.80151492842091,1.2315816704824243,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,72.66929644550082,90.93726328228348,1.0566016750175817,1
6,0,1,0,0,0,0,1,1.0,1,0,1.8988656906579784,72.2755346838271,76.832321619056,0.8952011182843016,1
6,0,1,0,0,0,0,0,1.0,0,1,2.0,64.79318665099132,89.78840385023297,0.9455104193661398,1
7,0,1,0,0,0,0,1,1.0,0,1,1.9869828786876764,32.08581704069776,22.347667807235673,-0.13271395359032015,1
5,0,1,0,0,0,0,1,1.0,0,1,2.031885763777272,32.08581704069776,22.347667807235673,-0.13271395359032015,1
7,0,1,0,0,0,0,0,1.0,1,0,2.0,71.06530643206803,103.47697322526794,1.0535883841101505,0
5,0,1,0,0,0,0,0,1.0,1,0,2.0,71.06530643206803,103.47697322526794,1.0535883841101505,0
5,0,1,0,0,0,0,0,1.0,1,0,1.9752597924863795,76.01919604926829,92.53437646225748,1.0159324368324416,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,61.79935926783791,83.43024110663465,0.9467165134130069,1
5,0,1,0,0,0,0,0,1.0,1,0,1.8132893364131482,64.47638810033183,84.10291411283781,0.9824509467219483,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,75.06875551652708,90.42481028772589,1.134259613712377,1
5,0,1,0,0,0,0,1,1.0,1,0,1.9910396197714197,70.50922012694213,83.02157642868619,1.0232656351993905,1
5,0,1,0,1,0,0,0,1.0,0,1,2.0,33.901612686992465,19.13784411719586,-0.0499549647590419,0
5,0,1,0,0,0,0,0,1.0,0,1,2.0201429920592853,36.67095556830721,15.367818163031899,-0.01810936974012021,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,73.54695023407352,93.62636578709822,1.0479183756531463,0
6,0,1,0,0,0,0,0,1.0,0,1,2.0058474765603753,17.109041533415038,14.23821700503042,0.12223427509782596,1
5,0,1,0,1,0,0,0,1.0,0,1,1.7697282832624859,35.14301839350273,20.18187819189188,-0.059438588098603515,1
7,0,1,0,0,0,0,0,1.0,0,1,2.0145018815860896,30.39532467187469,11.28416626696407,-0.12050550097464421,1
5,0,1,0,0,0,0,0,1.0,0,1,2.096415483224851,30.39532467187469,11.28416626696407,-0.12050550097464421,1
7,0,1,0,0,0,0,1,1.0,1,0,2.0,70.0694105871267,88.00460702006008,1.109197647127796,0
5,0,1,0,0,0,0,1,1.0,1,0,2.0,70.0694105871267,88.00460702006008,1.109197647127796,0
5,0,1,0,0,0,0,0,1.0,1,0,2.0,71.80669617479961,87.63904639156225,1.0768927877144698,0
6,0,1,0,0,0,0,0,1.0,1,0,2.0,68.87191406358174,86.90246780678983,0.9636088004966307,0
6,0,1,0,0,0,0,1,1.0,1,0,1.9111149682335493,73.46772293949459,95.92654543133445,1.086600235718625,1
6,0,1,0,0,0,0,1,1.0,1,0,2.141916464196655,70.90827711932454,86.80436583636936,1.1248745428643698,1
6,0,1,0,0,0,0,0,1.0,1,0,2.0,65.13896902620336,87.45441558156504,1.052052745251849,1
6,0,1,0,0,0,0,0,1.0,1,0,2.0,69.56700337511157,101.81829390192415,0.9971024125806685,1
8,0,1,0,0,0,0,0,1.0,1,0,2.132818632558612,79.27209973204587,94.26571878195736,1.0871189625038278,1
5,0,1,0,0,0,0,0,1.0,1,0,2.1532941499382203,69.13781195480833,87.10613680945951,1.0942713327400182,1
8,0,1,0,0,0,0,0,1.0,1,0,2.0,65.5249616756245,89.1249697766557,1.0301959368458256,1
5,0,1,0,0,0,0,0,1.0,1,0,2.0,72.8243046931186,84.38804662894339,1.1198642469418603,1
